capitulo,titulo_capitulo,articulo,texto
Capitulo IV,Participación Democrática,Artículo 155,"El estatuto regional considerará mecanismos de democracia directa o semidirecta que aseguren la participación incidente o vinculante de la población, según corresponda. Del mismo modo, considerará, al menos, la implementación de iniciativas populares de normas locales a nivel regional y municipal, de carácter vinculante, así como consultas ciudadanas incidentes. La planificación presupuestaria de las distintas entidades territoriales siempre incorporará elementos de participación incidente de la población."
Capitulo IV,Participación Democrática,Artículo 156,"Se podrán someter a referéndum las materias de competencia de los gobiernos regionales y locales conforme a lo dispuesto en la ley y en el estatuto regional respectivo. Una ley señalará los requisitos mínimos para solicitarlos o convocarlos, la época en que se podrán llevar a cabo, los mecanismos de votación y escrutinio, y los casos y condiciones en que sus resultados serán vinculantes."
Capitulo IV,Participación Democrática,Artículo 157,"1. Un grupo de personas habilitadas para sufragar, equivalente al tres por ciento del último padrón electoral, podrá presentar una iniciativa popular de ley para su tramitación legislativa."
Capitulo IV,Participación Democrática,Artículo 157,"2. Se contará con un plazo de ciento ochenta días desde su registro ante el Servicio Electoral para que la propuesta sea conocida por la ciudadanía y pueda reunir los patrocinios exigidos. En caso de reunir el apoyo requerido, el Servicio Electoral remitirá la propuesta al Congreso, para que este dé inicio al proceso de formación de ley. Las iniciativas populares de ley ingresarán a la agenda legislativa con la urgencia determinada por la ley. El Poder Legislativo informará cada seis meses sobre el avance de la tramitación de estas iniciativas."
Capitulo IV,Participación Democrática,Artículo 157,"3. La iniciativa popular de ley no podrá referirse a tributos, a la administración presupuestaria del Estado ni limitar derechos fundamentales."
Capitulo IV,Participación Democrática,Artículo 158,"1. Un grupo de personas habilitadas para sufragar, equivalente al cinco por ciento del último padrón electoral, podrá presentar una iniciativa de derogación total o parcial de una o más leyes promulgadas bajo la vigencia de esta Constitución para que sea votada mediante referéndum nacional."
Capitulo IV,Participación Democrática,Artículo 158,2. No serán admisibles las iniciativas sobre materias que digan relación con tributos o administración presupuestaria del Estado.
Capitulo IV,Participación Democrática,Artículo 159,"El Congreso de Diputadas y Diputados, la Cámara de las Regiones y los órganos representativos a nivel regional y comunal realizarán audiencias públicas en las oportunidades y las formas que la ley disponga, en el que las personas y la sociedad civil den a conocer propuestas y argumentos."
Capitulo IV,Participación Democrática,Artículo 159,## Sufragio y sistema electoral
Capitulo IV,Participación Democrática,Artículo 160,"1. El sufragio es universal, igualitario, libre, directo, personal y secreto. Es obligatorio para quienes hayan cumplido dieciocho años y voluntario para las personas de dieciséis y diecisiete años y para las chilenas y los chilenos que vivan en el extranjero. Su ejercicio constituye un derecho y un deber cívico."
Capitulo IV,Participación Democrática,Artículo 160,"2. Ninguna autoridad u órgano podrá impedir el ejercicio de este derecho, debiendo a su vez proporcionar todos los medios necesarios para que las personas habilitadas para sufragar puedan ejercerlo."
Capitulo IV,Participación Democrática,Artículo 160,3. El resguardo de la seguridad pública durante las votaciones populares corresponderá a las instituciones que indique la ley.
Capitulo IV,Participación Democrática,Artículo 160,"4. Las chilenas y los chilenos en el exterior podrán sufragar en los plebiscitos y consultas nacionales, elecciones presidenciales y de diputadas y diputados. Para esto se constituirá un distrito especial exterior."
Capitulo IV,Participación Democrática,Artículo 160,5. Las personas extranjeras avecindadas por al menos cinco años en Chile podrán ejercer este derecho en los casos y las formas que determinen la Constitución y la ley.
Capitulo IV,Participación Democrática,Artículo 160,6. La ley establecerá las condiciones para asegurar el ejercicio de este derecho.
Capitulo IV,Participación Democrática,Artículo 161,"1. Para las elecciones populares, la ley creará un sistema electoral conforme a los principios de igualdad sustantiva, paridad, alternabilidad de género y los demás contemplados en esta Constitución y las leyes. Dicho sistema deberá garantizar que los órganos colegiados tengan una composición paritaria y promoverá la paridad en las candidaturas a cargos unipersonales. Asimismo, asegurará que las listas electorales sean encabezadas siempre por una mujer."
Capitulo IV,Participación Democrática,Artículo 161,"2. Habrá un registro electoral público al que se incorporarán, por el solo ministerio de la ley, quienes cumplan los requisitos establecidos por esta Constitución. La ley determinará su organización y funcionamiento."
Capitulo IV,Participación Democrática,Artículo 162,"1. En los órganos colegiados de representación popular a nivel nacional, regional y comunal se establecen escaños reservados para los pueblos y naciones indígenas cuando corresponda y en proporción a su población dentro del territorio electoral respectivo. Sus requisitos, forma de postulación, número y mecanismos de actualización serán determinados por la ley."
Capitulo IV,Participación Democrática,Artículo 162,"2. Podrán votar por estos escaños solo quienes pertenezcan a dichos pueblos y naciones y que formen parte de un registro especial denominado Registro Electoral Indígena. Dicho registro será elaborado y administrado por el Servicio Electoral sobre la base de los archivos que conservan los órganos estatales, de los que posean los pueblos y naciones indígenas sobre sus miembros y de las solicitudes de ciudadanos y ciudadanas que se autoidentifiquen como tales, en los términos que indique la ley."
Capitulo IV,Participación Democrática,Artículo 162,3. Se creará un registro del pueblo tribal afrodescendiente chileno bajo las mismas reglas del presente artículo.
Capitulo IV,Participación Democrática,Artículo 163,"1. Las organizaciones políticas reconocidas legalmente implementarán la paridad de género en sus espacios de dirección, asegurando la igualdad sustantiva en sus dimensiones organizativa y electoral y promoviendo la plena participación política de las mujeres. A su vez, deberán destinar un financiamiento electoral proporcional al número de dichas candidaturas."
Capitulo IV,Participación Democrática,Artículo 163,2. El Estado y las organizaciones políticas deberán tomar las medidas necesarias para erradicar la violencia de género con el fin de asegurar que todas las personas ejerzan plenamente sus derechos políticos.
Capitulo IV,Participación Democrática,Artículo 163,3. La ley arbitrará los medios para incentivar la participación de las personas de las diversidades y disidencias sexuales y de género en los procesos electorales.
Capitulo IV,Participación Democrática,Artículo 164,"1. Un órgano autónomo, con personalidad jurídica y patrimonio propio, denominado Servicio Electoral, ejerce la administración, supervigilancia y fiscalización de los procesos electorales y plebiscitarios; del cumplimiento de las normas sobre transparencia, límite y control del gasto electoral; de las normas sobre organizaciones políticas; de las normas relativas a mecanismos de democracia directa y participación ciudadana, así como las demás funciones que señalen la Constitución y la ley."
Capitulo IV,Participación Democrática,Artículo 164,2. La dirección superior del Servicio Electoral corresponde a un consejo directivo que ejercerá de forma exclusiva las atribuciones que le encomienden la Constitución y las leyes.
Capitulo IV,Participación Democrática,Artículo 164,"3. Dicho consejo está integrado por cinco consejeras y consejeros designados por la Presidenta o el Presidente de la República, con el acuerdo del Congreso de Diputadas y Diputados y de la Cámara de las Regiones, en sesión conjunta y por la mayoría de sus integrantes en ejercicio. Durarán ocho años en sus cargos, no podrán ser reelegidos y se renovarán por parcialidades cada cuatro años."
Capitulo IV,Participación Democrática,Artículo 164,"4. Las consejeras y los consejeros solo podrán ser removidos por la Corte Suprema a requerimiento de la Presidenta o del Presidente de la República, de la mayoría absoluta de los miembros en ejercicio del Congreso de Diputadas y Diputados o de la Cámara de las Regiones, por infracción grave a la Constitución o a las leyes, incapacidad legal sobreviniente, mal comportamiento o negligencia manifiesta en el ejercicio de sus funciones. La Corte conocerá del asunto en pleno especialmente convocado al efecto y para acordar la remoción deberá reunir el voto conforme de la mayoría de sus integrantes."
Capitulo IV,Participación Democrática,Artículo 164,"5. En lo referente a la democracia participativa y a los mecanismos consagrados en esta Constitución, es función del Servicio Electoral promover la información, educación y participación ciudadana o electoral en relación con tales procesos, en colaboración con otros organismos del Estado y la sociedad civil. También deberá velar por la implementación y la recta ejecución de estos mecanismos."
